# data_npc_SceneNPC — 1914 NPCs
# scene_id  unique_id   posx        posz        name

  1010      10104046      -67.40       41.60  NpcName67080
  1010      10104047      -47.80      -68.10  NpcName67080
  1010      10104048        0.05       44.78  10104048
  1010      10104049       -0.10      -56.40  NpcName67080
  1010      10104050       66.60       50.00  NpcName67080
  1010      10104051        0.60      -65.60  NpcName67080
  1010      10104052       50.00       -4.90  NpcName67080
  1010      10104054      -94.40       77.76  NpcName60000
  1010      10104055      -92.06       75.95  NpcName60000
  1010      10104056      -91.99       77.15  NpcName60000
  1010      10104057      -91.93       78.29  NpcName60000
  1010      10104058      -91.90       79.36  NpcName60000
  1010      10104059      -45.87      123.32  NpcName60000
  1010      10104060      -56.52      122.33  NpcName63042
  1010      10104061      -44.06      118.65  NpcName60000
  1010      10104062       43.73      104.56  NpcName60000
  1010      10104063       42.29      105.24  NpcName60000
  1010      10104064       41.99      104.28  NpcName60000
  1010      10104065       42.31      103.26  NpcName60000
  1010      10104066       43.32      102.74  NpcName60000
  1010      10104067       72.07      116.24  墓地牧师
  1010      10104068       83.98      106.44  墓地牧师
  1010      10104069       67.34     -109.03  NpcName60000
  1010      10104070       -8.11      -76.62  ��?隆德拉引��?��?
  1010      10104073      -26.63     -117.12  NpcName60000
  1010      10104074      -29.21     -123.41  NpcName60000
  1010      10104075      -40.95     -127.09  NpcName60000
  1010      10104076      -51.83     -127.44  NpcName60000
  1010      10104077      -59.03     -127.46  NpcName60000
  1010      10104078      -58.40      -99.06  酒吧女郎
  1010      10104079      -53.95      122.34  NpcName63042
  1010      10104080       77.22      -31.82  NpcName63043
  1010      10104081       75.96      -33.56  NpcName63043
  1010      10104082       79.91      -31.92  NpcName63038
  1010      10104083      -47.13      122.81  NpcName60000
  1010      10105099       11.22      -89.54  NpcName62130
  1010      10106001       82.81      112.48  维罗妮卡
  1010      10106002      -88.88       21.66  杰克
  1010      10106003      -70.20       15.69  查理
  1010      10106005       67.37     -124.49  NpcName60000
  1010      10106007       86.76       31.02  NpcName60000
  1010      10106008       61.06       80.75  NpcName60000
  1010      10106009       71.65       41.04  NpcName60000
  1010      10106010      -41.38       26.37  NpcName60000
  1010      10106011      -47.78     -118.13  NpcName60000
  1010      10106012      -82.73      -73.87  NpcName60000
  1010      10106013       46.07       92.72  玛嘉雷特
  1010      10106014       84.26       95.96  帕尼
  1010      10106015       -2.88      139.72  王宫守卫
  1010      10106016       63.59     -124.61  阿坎德（常驻）
  1010      10106017       73.25     -102.62  卫兵1-格伦
  1010      10106018       73.27     -100.42  卫兵2-爱德华
  1010      10106019       -9.74        3.18  摩尔托斯
  1010      10106998       -0.24       69.29  喷泉常驻特效
  1010      10106999       -0.37       -0.87  喷泉常驻特效
  1010      10107001      -37.41       36.42  帕尼
  1010      10107002       77.85       12.16  侍从的妻子
  1010      10107003       91.60       15.33  侍从的妻子
  1010      10107004       45.96       86.22  斯诺
  1010      10107005       -2.87      106.21  艾伦斯特
  1010      10107006       67.25     -120.44  菲兹
  1010      10107007       69.82     -122.62  西蒙斯
  1010      10107008       61.72     -122.68  波尔
  1010      10107009       69.75     -120.25  斯诺
  1010      10107010       61.55     -120.38  维罗妮卡
  1010      10107011       74.30      120.59  NpcName65047
  1020      10201003       29.95      193.42  微笑小姐
  1020      10201004      261.46       61.10  卡鲁船长（不传送）
  1020      10201005        8.24      188.17  NpcName61037
  1020      10201006       34.14      187.55  南门新头饰商人
  1020      10202001      -56.19      167.79  塞尼亚（树下）
  1020      10202002      -57.46      172.37  琪琪（树下）
  1020      10202003      -56.03      170.63  杰罗德（树下）
  1020      10202004      -66.60      154.50  乌鸦的羽毛1
  1020      10202005      -72.29      130.44  乌鸦的羽毛2
  1020      10202006      -75.56      110.85  乌鸦的羽毛3
  1020      10202007      -72.55       -4.62  天使波利（无头环）
  1020      10202008      -72.55       -4.62  天使波利
  1020      10202009      -77.61       -3.76  大波利坐骑
  1020      10202010       20.70      184.42  琪琪（乐园团）
  1020      10202011       -1.78       70.55  跳舞草
  1020      10202012      266.38       83.94  塞尼亚（港口）
  1020      10202013      -82.20       89.84  塞尼亚（悬崖）
  1020      10202014      126.76      -14.11  预备兵（扎克）
  1020      10204000       30.06      166.82  
  1020      10204001       20.60      162.99  
  1020      10204002       46.80      194.70  \n
  1020      10204003       44.98      193.64  \n
  1020      10204004       77.90      105.54  
  1020      10204005       81.02      105.54  
  1020      10204006      218.51       96.75  
  1020      10204007      145.99      200.60  
  1020      10204008       24.30      152.68  
  1020      10204009      111.47      182.39  
  1020      10204010      109.86      182.08  NpcName60001
  1020      10204011       99.47      117.43  
  1020      10204012      100.51      117.34  
  1020      10204013        4.11      187.44  
  1020      10204014       37.87      173.04  
  1020      10204015       14.70      118.00  歌迷1
  1020      10204016       15.24      116.25  歌迷2
  1020      10204017       14.64      114.75  歌迷3
  1020      10204018       13.09      114.00  歌迷4
  1020      10204019      224.25       87.00  
  1020      10204020      235.62       96.93  
  1020      10204021      280.88       92.90  
  1020      10204022      247.02       95.92  
  1020      10204023      276.18      125.18  
  1020      10204024      275.46      126.22  
  1020      10204025      274.46      124.95  
  1020      10204026     -114.12       92.64  乌鸦
  1020      10204027     -118.02       98.16  乌鸦
  1020      10204028     -118.25       91.56  乌鸦
  1020      10204029     -110.87       91.39  乌鸦
  1020      10204030     -113.04       98.85  乌鸦
  1020      10204031     -111.56       94.81  乌鸦
  1020      10204032      -53.89      160.02  MonsterName10150
  1020      10205001      169.85      -26.67  南瓜
  1020      10205002      159.51      -31.55  南瓜
  1020      10205003      158.92      -21.78  南瓜
  1020      10205004      127.22      -19.45  南瓜
  1020      10205005      139.14      -25.80  南瓜
  1020      10205006      131.60      -36.69  南瓜
  1020      10205007      127.99        5.95  麦穗
  1020      10205008      139.22        7.00  麦穗
  1020      10205009      139.48       -4.23  麦穗
  1020      10205010      161.84        6.49  麦穗
  1020      10205011      161.99       -4.23  麦穗
  1020      10205012      174.12       -4.36  麦穗
  1020      10205013       54.58       41.97  红色药草
  1020      10205014       58.90       41.99  红色药草
  1020      10205015       60.58       37.69  红色药草
  1020      10205016      -31.51      -41.63  红色药草
  1020      10205017      -30.46      -46.03  红色药草
  1020      10205018      -34.56      -51.79  红色药草
  1020      10206001     -116.86       94.72  NpcName63040
  1020      10206002       88.92       91.21  NpcName63065
  1020      10206003      146.13       -0.58  克劳斯
  1020      10206004      156.66       99.61  柏莎
  1020      10206005       12.55      116.26  摩尔托斯
  1020      10206006       10.28       -8.69  哈维尔
  1020      10206007      -12.64      208.63  宝雅
  1020      10206008      -56.20      161.03  NpcName62120
  1020      10206009       19.27      195.42  摩尔托斯
  1020      10207001        8.65      -18.10  NpcName61001
  1020      10207002      126.62      -36.85  NpcName61001
  1020      10207003      -84.86       86.41  NpcName61001
  1020      10207004       37.28       -3.66  忽克连的工具\r
  1020      10207005      -44.61      200.14  琳德拉（跪着）
  1020      10207006      -44.61      200.14  琳德拉（站着）
  1020      10207007      -23.31      181.08  遗失的货物1
  1020      10207008      -20.84      173.92  遗失的货物2
  1020      10207009      -23.07      168.43  遗失的货物3
  1020      10207010      -16.77      166.66  遗失的货物4
  1020      10207011      -17.84      160.34  遗失的货物5
  1020      10207012      -14.39      156.60  遗失的货物6
  1020      10207013       -9.95      147.17  遗失的货物7
  1020      10207014      -15.25      139.25  遗失的货物8
  1020      10207015      -13.22      132.36  遗失的货物9
  1020      10207016       -9.25      126.94  遗失的货物10
  1020      10207017       31.49       77.86  可疑的脚印1
  1020      10207018       29.00       56.03  可疑的脚印2
  1020      10207019       10.01       45.82  可疑的脚印3
  1020      10207020      -13.20       39.93  琳德拉的背包
  1020      10207021       -4.03       44.55  琳德拉（背包处）
  1020      10207022       -5.19       36.17  伯莎(背包旁)
  1020      10207023      147.97        1.41  伯莎(农场)
  1020      10207024      154.82       11.45  琳德拉(农场)
  1020      10207025      155.54      -17.47  榴莲草
  1020      10207026      144.99      -11.52  榴莲草
  1020      10207027      157.09      -16.75  榴莲草
  1020      10207028      145.95      -22.63  榴莲草
  1020      10207029      155.16      -10.07  榴莲草
  1020      10207030      142.02      -15.62  榴莲草
  1020      10207031      105.98       56.19  维罗妮卡花
  1020      10207032      104.60       57.49  维罗妮卡花
  1020      10207033      104.09       59.23  维罗妮卡花
  1020      10207034      -84.51       89.78  艾伦斯特
  1020      10207035       28.07      194.00  艾伦斯特
  1020      10207036      110.80       52.58  斯诺
  1020      10207037      111.40       49.55  陌生男子
  1020      10207038     -116.86       94.72  乌鸦的巢
  1020      10207039      127.55       -4.47  NpcName65098
  1020      10207040      129.31       -4.43  NpcName65098
  1020      10207041      125.79       -2.26  NpcName65098
  1020      10207042      127.52       -2.26  NpcName65098
  1020      10207043      129.25       -2.26  NpcName65098
  1020      10207044      131.05       -2.30  SceneName1020
  1030      10302001      -75.67       76.71  约翰
  1030      10302002      -75.82       95.32  炼金装置
  1030      10302003        6.60      -41.35  马可
  1030      10302004        6.93      -44.86  受伤的预备兵
  1030      10302005        8.61      -42.69  受伤的预备兵
  1030      10302006       10.03      -40.47  受伤的预备兵
  1030      10302007      -11.55      -81.83  炼金装置
  1030      10302008        8.27      -69.35  赛尔
  1030      10302009       68.57       39.84  NpcName64046
  1030      10302010       67.75       43.55  NpcName64050
  1030      10302011       64.64       36.13  NpcName64050
  1030      10302012       66.69       46.76  NpcName64050
  1030      10302013       57.13       48.44  NpcName64041
  1030      10302014       61.86       43.45  NpcName64054
  1030      10302015       62.48       40.80  NpcName64004
  1030      10302016       63.87       43.35  NpcName64007
  1030      10302017       61.67       45.89  NpcName64007
  1030      10302018       59.45       43.88  NpcName64007
  1030      10302019       26.40       86.01  NpcName64053
  1030      10302020       67.96       38.16  NpcName64052
  1030      10302021      108.09       12.42  NpcName63065
  1030      10302022       73.54       71.45  NpcName63060
  1030      10305001       70.89      -33.79  浆果
  1030      10305002       74.09      -40.24  浆果
  1030      10305003       77.64      -44.59  浆果
  1030      10305004      -54.35       67.92  浆果
  1030      10305005      -55.28       62.91  浆果
  1030      10305006      -60.34       64.38  浆果
  1030      10305007      -26.84      -73.78  蓝色药草
  1030      10305008      -27.30      -68.81  蓝色药草
  1030      10305009      -30.81      -66.82  蓝色药草
  1030      10305010       -3.10        6.39  蓝色药草
  1030      10305011       -0.61        3.49  蓝色药草
  1030      10305012        2.71        0.29  蓝色药草
  1030      10305013       96.06      -86.04  辣椒
  1030      10305014       93.45      -90.95  辣椒
  1030      10305015       88.86      -94.16  辣椒
  1030      10305016       47.04      -94.55  辣椒
  1030      10305017       42.34      -98.87  辣椒
  1030      10305018       37.67      -97.19  辣椒
  1030      10306001       13.89       41.46  菲兹
  1030      10306002      -77.32       61.23  唐德思
  1030      10306003      105.08       13.09  菲兹
  1030      10306004      -29.58      -78.13  摩尔托斯
  1030      10307001      -23.87       -0.69  NpcName61001
  1030      10307002      -88.08       51.09  NpcName61001
  1030      10307003       -5.86      -80.74  西蒙斯
  1030      10307004       -4.10      -84.38  防卫军NPC
  1030      10307005       -8.13      -84.30  防卫军NPC
  1030      10307006       -6.20      -83.14  防卫军NPC
  1030      10307007       -5.95      -86.27  斯诺
  1030      10307008      -56.66      -66.42  鲜花
  1030      10307009      -53.74      -64.32  鲜花
  1030      10307010      -51.02      -61.30  鲜花
  1030      10307011      -46.53      -94.46  鲜花
  1030      10307012      -49.00      -91.74  鲜花
  1030      10307013      -43.72      -96.26  SceneName1030
  1040      10402001      175.23      225.51  红之封印石（未点亮）
  1040      10402002        4.39      119.37  蓝之封印石（未点亮）
  1040      10402003      100.25       82.48  绿之封印石（未点亮）\r
  1040      10402004       21.75      221.80  紫之封印石（未点亮）
  1040      10402005      180.51      222.35  塞尼亚（红之封印石）
  1040      10402006      177.80      233.04  魔女之花
  1040      10402007      180.74      232.96  魔女之花
  1040      10402008      183.33      232.93  魔女之花
  1040      10402009      189.33      236.01  指示牌A
  1040      10402010       10.94      115.81  塞尼亚（蓝之封印石）
  1040      10402011       34.41      100.23  指示牌B
  1040      10402012      104.02       89.07  塞尼亚（绿之封印石）
  1040      10402013        7.06       26.75  大贤者（被困）
  1040      10402014       19.12      209.97  大贤者（紫之封印石）
  1040      10402015       22.47      209.19  塞尼亚（紫之封印石）
  1040      10402016       26.37      210.71  伊芙琳
  1040      10402017       20.83      212.10  传送阵
  1040      10402018      183.35      233.32  NpcName63110
  1040      10402019      185.79      233.00  NpcName63110
  1040      10402020      187.19      234.54  NpcName63110
  1040      10402022       27.78      222.02  NpcName63111
  1040      10402023       22.46      209.17  NpcName64033
  1040      10402024       95.25      -26.92  NpcName63027
  1040      10402025       95.25      -26.92  NpcName63027
  1040      10402026       28.24      222.48  NpcName63093
  1040      10405001      247.02      -41.77  烛芯草
  1040      10405002      246.02      -36.31  烛芯草
  1040      10405003      249.63      -32.32  烛芯草
  1040      10405004      285.84      182.20  烛芯草
  1040      10405005      283.64      177.29  烛芯草
  1040      10405006      278.15      175.18  烛芯草
  1040      10405007      162.26      113.76  蜷曲叶
  1040      10405008      166.19      109.96  蜷曲叶
  1040      10405009      166.57      104.59  蜷曲叶
  1040      10405010      167.86      188.20  蜷曲叶
  1040      10405011      167.80      192.28  蜷曲叶
  1040      10405012      169.36      197.66  蜷曲叶
  1040      10405013       94.12       75.97  幽光蕈
  1040      10405014       88.88       73.30  幽光蕈
  1040      10405015       82.85       74.92  幽光蕈
  1040      10405016      248.35       97.53  幽光蕈
  1040      10405017      243.49       99.20  幽光蕈
  1040      10405018      240.00      105.27  幽光蕈
  1040      10405019      180.66      -24.43  碎晶蘑菇
  1040      10405020      180.42      -17.83  碎晶蘑菇
  1040      10405021      185.81      -15.79  碎晶蘑菇
  1040      10405022      178.79      214.48  碎晶蘑菇
  1040      10405023      174.53      215.73  碎晶蘑菇
  1040      10405024      175.38      220.16  碎晶蘑菇
  1040      10405025       89.08      117.35  坚韧藤
  1040      10405026       94.66      118.39  坚韧藤
  1040      10405027      100.47      117.28  坚韧藤
  1040      10405028       35.89       27.61  坚韧藤
  1040      10405029       31.60       24.74  坚韧藤
  1040      10405030       25.27       23.64  坚韧藤
  1040      10405031      162.90       63.45  奥秘之花
  1040      10405032      168.13       64.52  奥秘之花
  1040      10405033      172.50       66.39  奥秘之花
  1040      10405034      241.22      204.98  奥秘之花
  1040      10405035      241.02      199.17  奥秘之花
  1040      10405036      243.78      196.66  奥秘之花
  1040      10406001      274.33      -58.99  迷藏森林守卫队
  1040      10406002      234.10      117.90  摩尔托斯
  1040      10406003      175.23      225.51  红之封印石
  1040      10406004        4.39      119.37  蓝之封印石
  1040      10406005      100.25       82.48  绿之封印石
  1040      10406006       21.75      221.80  SceneName1040
  1050      10502001       33.79       34.10  可疑的脚印
  1050      10502002        3.45       21.30  罗德尼
  1050      10502003        3.43       18.93  骑士喽啰
  1050      10502004        1.05       19.59  骑士喽啰
  1050      10502005        5.82       19.61  骑士喽啰
  1050      10502006       16.44       -9.73  骑士的武器
  1050      10502007       31.72      -31.17  苏德
  1050      10502008       51.93      -61.20  被网住的艾佛森
  1050      10502009       51.93      -61.20  艾佛森
  1050      10502010       87.12       24.34  艾佛森（罗德尼旁）
  1050      10502011       65.18      -73.13  艾泽·阿尔姆
  1050      10502012       68.15      -73.23  昏迷的骑士苏德
  1050      10502013      -48.30       33.01  NpcName64043
  1050      10502014      -48.30       33.01  NpcName64044
  1050      10502015      -41.22       25.05  NpcName63053
  1050      10502016       63.86       31.59  NpcName64012
  1050      10502017       51.30       20.29  NpcName63075
  1050      10502018       31.70      -31.20  NpcName64010
  1050      10502019       31.70      -31.20  NpcName64011
  1050      10502020       19.16      -61.43  NpcName63073
  1050      10502021        0.64      -65.83  NpcName63073
  1050      10502022       -6.39      -77.59  NpcName63073
  1050      10502023       19.16      -61.53  NpcName63073
  1050      10502024        0.64      -65.83  NpcName63073
  1050      10502025       -6.39      -77.59  NpcName63073
  1050      10502026        2.27      -97.97  NpcName63075
  1050      10502027        4.37     -101.16  NpcName63073
  1050      10502028        4.65      -95.47  NpcName63073
  1050      10502029        5.86      -98.29  NpcName63073
  1050      10502030       19.16      -61.43  NpcName63073
  1050      10502031        0.64      -65.83  NpcName63073
  1050      10502032       -6.39      -77.59  NpcName63073
  1050      10506001       85.61       22.20  罗德尼-常驻
  1050      10506002       65.59       22.00  SceneName1050
  1060      10602001       57.45     -104.85  罗德尼
  1060      10602002       57.46       47.15  罗德尼
  1060      10602003      -46.79       31.40  NpcName64007
  1060      10602004      -44.49       31.02  NpcName64007
  1060      10602005      -49.19       31.14  NpcName64007
  1060      10602006      -59.03       35.09  NpcName64045
  1060      10602007       -8.72      -26.72  NpcName64041
  1060      10602008      -11.92      -29.74  NpcName64004
  1060      10602009      -13.77      -28.94  NpcName64007
  1060      10602010      -13.29      -30.75  NpcName64007
  1060      10602011      -11.77      -31.76  NpcName64007
  1060      10602012        4.85      -67.01  NpcName64045
  1060      10602013       35.03      -17.99  NpcName64041
  1060      10602014       52.62       -2.06  NpcName64004
  1060      10602015       57.25        0.62  NpcName64007
  1060      10602016       57.38       -1.96  NpcName64007
  1060      10602017       57.15       -4.44  NpcName64007
  1060      10602018       54.97       92.13  NpcName64046
  1060      10602019       56.98       88.73  NpcName64047
  1060      10602020       52.95       88.75  NpcName64047
  1060      10602021       53.38       77.19  NpcName64041
  1060      10602022       56.17       77.23  NpcName64004
  1060      10602023       55.05       74.64  NpcName64007
  1060      10602024       57.52       74.92  NpcName64007
  1060      10602025       52.37       74.91  NpcName64007
  1060      10602026      -58.86       69.69  NpcName63075
  1060      10602027      -56.73       71.95  NpcName63073
  1060      10602028      -58.95       72.36  NpcName63073
  1060      10602029      -61.01       71.96  NpcName63073
  1060      10602030       56.56     -107.87  NpcName63063
  1060      10602031       47.16     -108.16  NpcName63076
  1060      10602032       45.32     -105.89  NpcName63073
  1060      10602033       45.08     -108.38  NpcName63073
  1060      10602034       45.44     -110.90  NpcName63073
  1060      10602035       54.84       70.58  NpcName63076
  1060      10602036       54.66       67.46  NpcName63073
  1060      10602037       57.25       67.30  NpcName63073
  1060      10602038       52.50       67.24  NpcName63073
  1060      10607001        0.71       84.24  SceneName1060
  1110      11101001       47.88        4.79  艾莉儿
  1110      11101002       42.67        4.55  卡普拉服务人员
  1110      11101003       87.31       22.43  卡鲁船长
  1110      11101006       32.89      -12.83  鹦鹉邮箱
  1110      11101010       -4.23      -53.99  交易行工作人员
  1110      11101011      -12.92      -51.92  商会工作人员
  1110      11101014       33.47        5.10  委托板
  1110      11101017       41.10     -143.46  飞空艇驾驶员
  1110      11101020       23.06       -3.65  OX答题登记员
  1110      11101030        7.78      -18.75  NpcName61048
  1110      11101031       -2.49      -28.47  NpcName61049
  1110      11101032       52.21       -9.86  NpcName61050
  1110      11101033       17.86      -28.43  NpcName61090
  1110      11101034        8.14      -38.79  NpcName61095
  1110      11101035      -23.96       -4.45  NpcName61108
  1110      11101036       35.45      -37.73  NpcName61083
  1110      11101037       39.17      -37.75  NpcName61084
  1110      11101038       44.15      -37.52  NpcName61085
  1110      11101039      -34.17       -7.37  NpcName61086
  1110      11101040      -26.75       11.59  NpcName61087
  1110      11101041      -13.24       -7.47  NpcName61088
  1110      11102001       78.27       13.18  塞尼亚（港口）
  1110      11102002       77.36       10.73  琪琪（港口）
  1110      11102003       74.81       10.69  杰罗德（港口）
  1110      11102004       29.82        3.29  委托版守卫
  1110      11102005       33.47        5.10  破碎的委托版
  1110      11102006       27.45      -62.06  木材堆
  1110      11102007       36.57        1.85  老克莱（委托版）
  1110      11102008        8.06       22.91  琪琪（广场）
  1110      11102009        7.94       40.29  马因司（学院门口）
  1110      11102010       75.14       15.88  NpcName64004
  1110      11102011        7.35      -84.76  阿坎德
  1110      11102012       50.50     -135.30  菲兹
  1110      11102013       51.37     -132.23  预备兵
  1110      11102014       52.64     -133.36  预备兵
  1110      11102015       53.80     -134.53  预备兵
  1110      11102016       46.99     -132.79  降落伞包
  1110      11102017       70.08      -28.74  天气观测仪
  1110      11102018       76.73       29.17  马因司（码头）
  1110      11102019       72.24       31.68  亚卓（码头）
  1110      11102020       74.39       33.07  查尔斯（码头）
  1110      11102021       78.13       35.41  艾莉丝（码头）
  1110      11102022       75.17       34.58  梅雪（码头）
  1110      11102023       71.59       30.06  马布伦（码头）
  1110      11102024       74.35       28.25  大贤者（码头）
  1110      11104000       74.51       18.18  小男孩1
  1110      11104001       29.99      -27.80  小男孩2
  1110      11104002       72.65       17.22  小女孩1
  1110      11104005       30.04      -31.18  小女孩2
  1110      11104006      -50.31        1.40  海鸥
  1110      11104007      -49.30        0.54  海鸥
  1110      11104008      -51.66        0.21  海鸥
  1110      11104009       51.67        5.46  海鸥
  1110      11104010       75.64      -29.64  海鸥
  1110      11104011      -50.43        0.08  海鸥
  1110      11104012      -44.70      -29.83  海鸥
  1110      11104013       51.41       14.16  
  1110      11104014       52.82       14.44  
  1110      11104015      -56.04      -24.64  
  1110      11104016      -56.09      -32.38  
  1110      11104017       81.05      -33.01  \n
  1110      11104018       80.99      -24.91  
  1110      11104019       15.93      -93.00  
  1110      11104020        0.61      -93.02  
  1110      11104021       16.03        0.91  
  1110      11104022       -0.37        0.67  
  1110      11104023        0.37       -3.11  
  1110      11104024        1.24       -3.26  
  1110      11104025      -49.82       44.12  剑士学院老师
  1110      11104026      -32.66       44.21  魔法师学院教师
  1110      11104027      -39.38       67.15  服事学院教师
  1110      11104028      -21.87       74.27  盗贼学院教师
  1110      11104029       -8.14       75.22  商人学院教师
  1110      11104030       31.71       75.43  弓箭手学院教师
  1110      11104031      -49.16       46.44  
  1110      11104032      -33.37       46.86  
  1110      11104033      -40.36       65.63  
  1110      11104034      -21.63       72.60  
  1110      11104035      -10.26       75.57  
  1110      11104036       30.26       74.10  
  1110      11104037      -47.73       44.62  
  1110      11104038      -38.28       65.64  
  1110      11104039      -34.83       45.56  
  1110      11104040      -37.25       65.71  
  1110      11104041      -20.24       73.65  
  1110      11104042       -9.45       74.01  
  1110      11104043       33.22       74.15  
  1110      11106001       29.51      -58.39  老克莱
  1110      11106003       84.05       17.05  奈里乌斯传令兵
  1110      11106004       -4.71      -13.75  雪莉
  1110      11106005      -56.62       17.93  莱克斯
  1110      11106006      -23.39        4.97  梅娜
  1110      11106007       69.35        3.97  NpcName62048
  1110      11106008       16.93       45.36  不开心的小孩
  1110      11106009      -17.09       12.59  小孩A
