entry_key,npc_guid,scene_id,scene_x,scene_z,scene_name_key,static_id,npc_name_key,sign_content_key,sign_icon_id,icon1,icon2,is_interactive
11707003,11707003,1170,,,,62009,NpcName62009,,,icon_trader,icon_trader_L,1
11707004,11707004,1170,,,,62252,NpcName62252,,,icon_trader,icon_trader_L,1
11707005,11707005,1170,,,,62009,NpcName62009,,,icon_trader,icon_trader_L,1
11707006,11707006,1170,,,,62009,NpcName62009,,,icon_trader,icon_trader_L,1
11707007,11707007,1170,,,,61305,NpcName61289,,,,,1
11707008,11707008,1170,,,,64816,NpcName64816,,,,,1
11707009,11707009,1170,,,,64939,,,,,,1
11707010,11707010,1170,,,,64964,,,,,,1
11709999,11709999,1170,-0.01,-93.28,SceneName1170,61038,NpcName61038,,,,,1
11801001,11801001,1180,,,,61001,MapNpcName11201001,,,icon_Recover,icon_Recover_L,1
11801002,11801002,1180,,,,61002,MapNpcName11801002,,,icon_service,icon_service_L,1
11801003,11801003,1180,,,,61006,MapNpcName11801003,,,icon_mail,icon_mail_L,1
11801004,11801004,1180,,,,61010,MapNpcName11801004,,,icon_sale,icon_sale_L,1
11801005,11801005,1180,,,,61011,MapNpcName11801005,,,icon_trader,icon_trader_L,1
11801007,11801007,1180,,,,61014,MapNpcName11801007,,,icon_entrust,icon_entrust_L,1
11801008,11801008,1180,,,,61003,MapNpcName11201002,,,icon_Ship,icon_Ship_L,1
11801030,11801030,1180,7.29,43.76,NpcName61094,61012,MapNpcName11801030,,,icon_prop,icon_prop_L,1
11801031,11801031,1180,-16.31,122.63,NpcName61100,61100,MapNpcName11801031,,,icon_Enchanting,icon_Enchanting_L,1
11801032,11801032,1180,-17.37,82.94,NpcName61101,61101,MapNpcName11801032,,,icon_trader,icon_trader_L,1
11801033,11801033,1180,-18.65,87.28,NpcName61102,61102,MapNpcName11801033,,,icon_trader,icon_trader_L,1
11801034,11801034,1180,-42.31,87.15,NpcName61103,61103,MapNpcName10101053,,,icon_trader,icon_trader_L,1
11801035,11801035,1180,-42.01,76.9,NpcName61104,61104,MapNpcName11801035,,,icon_CrystalStore,icon_CrystalStore_L,1
11801036,11801036,1180,-89.74,122.31,NpcName61110,61110,MapNpcName11801036,,,icon_Dress,icon_Dress_L,1
11801037,11801037,1180,-123.1,109.3,NpcName61111,61111,MapNpcName11801037,,,icon_Dress,icon_Dress_L,1
11801038,11801038,1180,-74.67,45.31,NpcName61121,61121,MapNpcName11801038,,,icon_weapon,icon_weapon_L,1
11801039,11801039,1180,-74.73,41.76,NpcName61122,61122,MapNpcName11801039,,,icon_weapon,icon_weapon_L,1
11801040,11801040,1180,-74.75,37.25,NpcName61123,61123,MapNpcName11801040,,,icon_weapon,icon_weapon_L,1
11801041,11801041,1180,-55.58,45.18,NpcName61124,61124,MapNpcName11801041,,,icon_weapon,icon_weapon_L,1
11801042,11801042,1180,-55.61,40.59,NpcName61125,61125,MapNpcName11801042,,,icon_armor,icon_weapon_L,1
11801043,11801043,1180,-54.49,37.22,NpcName61126,61126,MapNpcName11801043,,,icon_FairyLand,icon_FairyLand_L,1
11801044,11801044,1180,,,,61005,MapNpcName10101004,,,icon_EM,icon_EM_L,1
11801045,11801045,1180,,,,61008,MapNpcName10101007,,,icon_card,icon_card_L,1
11801046,11801046,1180,,,,61009,MapNpcName10101008,,,icon_blacksmith,icon_blacksmith_L,1
11801047,11801047,1180,,,,61148,MapNpcName10101052,,,icon_Guild,icon_Guild_L,1
11801048,11801048,1180,,,,61159,MapNpcName11801048,,,icon_Enchanting,icon_Enchanting_L,1
11801049,11801049,1180,,,,61160,MapNpcName11801049,,,icon_Enchanting,icon_Enchanting_L,1
11801050,11801050,1180,,,,61161,MapNpcName11801050,,,icon_Enchanting,icon_Enchanting_L,1
11801051,11801051,1180,,,,61213,NpcName61213,,,icon_prop,icon_prop_L,1
11801052,11801052,1180,,,,61213,NpcName61213,,,icon_prop,icon_prop_L,1
11801053,11801053,1180,,,,61213,NpcName61213,,,icon_prop,icon_prop_L,1
11801055,11801055,1180,,,,61248,MapNpcName10101105,,,icon_prop,icon_prop_L,1
11802001,11802001,1180,-10.47,117.99,艾莉丝,62003,NpcName62003,,,,,1
11802002,11802002,1180,37.95,110.88,船员,63028,NpcName63028,,,,,1
11803001,11803001,1180,-66.95,57.89,NpcName62006,62101,NpcName62101,,,,,1
11804201,11804201,1180,,,,60207,0,,,,0,0
11804202,11804202,1180,,,,60208,0,,,,0,0
11806001,11806001,1180,,,,62038,MapNpcName11806001,,,icon_NPC_0,icon_NPC_0_L,1
11806002,11806002,1180,,,,62039,NpcName62039,,,icon_NPC_0,icon_NPC_0_L,1
11806003,11806003,1180,,,,67011,NpcName67011,,,icon_NPC_0,icon_NPC_0_L,1
11806004,11806004,1180,,,,67012,NpcName67012,,,icon_NPC_0,icon_NPC_0_L,1
11806005,11806005,1180,-5.07,104.47,埃尔森,62040,NpcName62040,,,icon_NPC_0,icon_NPC_0_L,1
11806006,11806006,1180,,,,67024,NpcName67024,,,icon_NPC_0,icon_NPC_0_L,1
11806007,11806007,1180,,,,62041,NpcName62041,,,icon_NPC_0,icon_NPC_0_L,1
11806008,11806008,1180,-75.02,74.78,摩尔托斯,62023,NpcName62023,,,icon_NPC_0,icon_NPC_0_L,1
11806009,11806009,1180,,,,62149,NpcName62149,,,icon_NPC_0,icon_NPC_0_L,1
11806010,11806010,1180,,,,62102,NpcName62102,,,icon_NPC_0,icon_NPC_0_L,1
11807001,11807001,1180,30.91,-16.12,NpcName61001,65056,NpcName65056,,,,,1
11807002,11807002,1180,-11.5,124.0,水手1,64052,NpcName64052,,,,,1
11807003,11807003,1180,-5.28,106.54,水手1,64052,NpcName64052,,,,,1
11807004,11807004,1180,-6.86,107.07,水手2,64053,NpcName64053,,,,,1
11807005,11807005,1180,-6.95,102.91,水手3,64054,NpcName64054,,,,,1
11807006,11807006,1180,-8.59,106.64,水手4,64055,NpcName64055,,,,,1
11807007,11807007,1180,-8.5,103.19,水手5,64056,NpcName64056,,,,,1
11807008,11807008,1180,-37.82,10.48,卡乐芙花,65104,NpcName65104,,,,,1
11807009,11807009,1180,-39.02,12.19,卡乐芙花,65104,NpcName65104,,,,,1
11807010,11807010,1180,-41.29,12.99,卡乐芙花,65104,NpcName65104,,,,,1
11807011,11807011,1180,-43.77,11.98,SceneName1180,65104,NpcName65104,,,,,1
11807012,11807012,1180,,,,64009,NpcName64009,,,,,1
11807013,11807013,1180,,,,64009,NpcName64009,,,,,1
11807014,11807014,1180,,,,64070,NpcName64070,,,,,1
11807015,11807015,1180,,,,65112,NpcName65112,,,,,1
11807016,11807016,1180,,,,65113,NpcName65113,,,,,1
11807017,11807017,1180,,,,62041,NpcName62041,,,,,1
11807018,11807018,1180,,,,62148,NpcName62148,,,,,1
11807019,11807019,1180,,,,62149,NpcName62149,,,,,1
11807020,11807020,1180,,,,62039,NpcName62039,,,,,1
11807021,11807021,1180,,,,62041,NpcName62041,,,,,1
11807022,11807022,1180,,,,62148,NpcName62148,,,,,1
11807023,11807023,1180,,,,62041,NpcName62041,,,,,1
11807024,11807024,1180,,,,62148,NpcName62148,,,,,1
11807025,11807025,1180,,,,62149,NpcName62149,,,,,1
11807026,11807026,1180,,,,64066,NpcName64066,,,,,1
11807027,11807027,1180,,,,65331,NpcName65331,,,,,1
11807028,11807028,1180,,,,65330,NpcName65330,,,,,1
11807029,11807029,1180,,,,67024,NpcName67024,,,,,1
11807030,11807030,1180,,,,61245,NpcName61245,,,,,1
11807031,11807031,1180,,,,61245,NpcName61245,,,,,1
11807032,11807032,1180,,,,61306,NpcName61290,,,,,1
11807033,11807033,1180,,,,64591,NpcName64591,,,,,1
11807034,11807034,1180,,,,67024,NpcName67024,,,,,1
11807035,11807035,1180,,,,61306,NpcName61290,,,,,1
11807036,11807036,1180,,,,62023,NpcName62023,,,,,1
11807037,11807037,1180,,,,62023,NpcName62023,,,,,1
120350,120350,1203,,,,,,ExchangeStoreName_48,,,,0
12101001,12101001,1210,5.5,35.75,NpcName61001,61001,MapNpcName11201001,,,icon_Recover,icon_Recover_L,1
12101002,12101002,1210,-25.36,40.92,NpcName61001,61002,MapNpcName12101002,,,icon_service,icon_service_L,1
12101003,12101003,1210,-37.48,31.15,NpcName61001,61006,MapNpcName11801003,,,icon_mail,icon_mail_L,1
12101004,12101004,1210,40.59,-22.26,NpcName61001,61010,MapNpcName11801004,,,icon_sale,icon_sale_L,1
12101005,12101005,1210,22.14,-40.8,NpcName61001,61011,MapNpcName11801005,,,icon_trader,icon_trader_L,1
12101007,12101007,1210,-13.68,46.52,NpcName61001,61014,MapNpcName11801007,,,icon_entrust,icon_entrust_L,1
12101008,12101008,1210,,,,61005,MapNpcName10101004,,,icon_EM,icon_EM_L,1
12101009,12101009,1210,,,,61009,MapNpcName10101008,,,icon_blacksmith,icon_blacksmith_L,1
12101030,12101030,1210,65.08,69.79,NpcName61060,61060,MapNpcName12101030,,,icon_weapon,icon_weapon_L,1
12101031,12101031,1210,63.63,78.95,NpcName61061,61061,MapNpcName12101031,,,icon_armor,icon_armor_L,1
12101032,12101032,1210,-86.27,-59.0,NpcName61062,61062,MapNpcName12101032,,,icon_FairyLand,icon_FairyLand_L,1
12101033,12101033,1210,-23.05,101.06,NpcName61072,61072,MapNpcName12101033,,,icon_Enchanting,icon_Enchanting_L,1
12101034,12101034,1210,22.58,101.68,NpcName61073,61073,MapNpcName12101034,,,icon_Enchanting,icon_Enchanting_L,1
12101035,12101035,1210,53.51,54.46,NpcName61074,61074,MapNpcName12101035,,,icon_Enchanting,icon_Enchanting_L,1
12101036,12101036,1210,75.42,69.81,NpcName61081,61008,MapNpcName10101007,,,icon_card,icon_card_L,1
12101039,12101039,1210,28.35,-27.93,NpcName61093,61012,MapNpcName12101039,,,icon_prop,icon_prop_L,1
12101040,12101040,1210,-50.05,-62.78,NpcName61099,61099,MapNpcName12101040,,,icon_Enchanting,icon_Enchanting_L,1
12101041,12101041,1210,98.99,29.63,NpcName61109,61109,MapNpcName12101041,,,icon_Dress,icon_Dress_L,1
12101042,12101042,1210,-54.83,93.27,NpcName61130,61130,MapNpcName12101042,,,icon_weapon,icon_weapon_L,1
12101043,12101043,1210,-79.03,69.31,NpcName61131,61131,MapNpcName12101043,,,icon_armor,icon_armor_L,1
12101044,12101044,1210,-54.02,55.8,NpcName61132,61132,MapNpcName12101044,,,icon_FairyLand,icon_FairyLand_L,1
12101045,12101045,1210,,,,61150,MapNpcName10101052,,,icon_Guild,icon_Guild_L,1
12101046,12101046,1210,,,,61154,MapNpcName10101053,,,icon_trader,icon_trader_L,1
12101047,12101047,1210,,,,61213,NpcName61213,,,icon_prop,icon_prop_L,1
12101048,12101048,1210,,,,61213,NpcName61213,,,icon_prop,icon_prop_L,1
12101049,12101049,1210,,,,61213,NpcName61213,,,icon_prop,icon_prop_L,1
12101051,12101051,1210,,,,61248,MapNpcName10101105,,,icon_prop,icon_prop_L,1
12102001,12102001,1210,,,,62042,NpcName62042,,,,,1
12103001,12103001,1210,89.54,-51.86,SceneName1210,62042,NpcName62042,,,,,1
12104201,12104201,1210,,,,60213,0,,,,0,0
12104202,12104202,1210,,,,60214,0,,,,0,0
12104203,12104203,1210,,,,60215,0,,,,0,0
12106001,12106001,1210,,,,62161,NpcName62161,,,,,1
12106002,12106002,1210,,,,64129,NpcName64129,,,,,1
12106003,12106003,1210,,,,64130,NpcName64130,,,,,1
12106004,12106004,1210,,,,64161,NpcName64161,,,,,1
12106005,12106005,1210,,,,62102,NpcName62102,,,,,1
12106006,12106006,1210,,,,64165,NpcName64165,,,,,1
12106007,12106007,1210,,,,64166,NpcName64166,,,,,1
12106008,12106008,1210,,,,64167,NpcName64167,,,,,1
12106009,12106009,1210,,,,64168,NpcName64168,,,,,1
12106010,12106010,1210,,,,62182,NpcName62182,,,,,1
12106011,12106011,1210,,,,62002,NpcName62002,,,,,1
12107001,12107001,1210,,,,62054,NpcName62054,,,,,1
12107002,12107002,1210,,,,62049,NpcName62049,,,,,1
12107003,12107003,1210,,,,62159,NpcName62159,,,,,1
12107004,12107004,1210,,,,64170,NpcName64170,,,,,1
12107005,12107005,1210,,,,62102,NpcName62102,,,,,1
12107006,12107006,1210,,,,62162,NpcName62162,,,,,1
12107007,12107007,1210,,,,64170,NpcName64170,,,,,1
12107008,12107008,1210,,,,61245,NpcName61245,,,0,0,1
12107009,12107009,1210,,,,65328,NpcName65328,,,0,0,1
12107010,12107010,1210,,,,65328,NpcName65328,,,0,0,1
12107011,12107011,1210,,,,65328,NpcName65328,,,0,0,1
12107012,12107012,1210,,,,64823,NpcName64514,,,0,0,0
12107013,12107013,1210,,,,64683,NpcName64514,,,0,0,1
12107014,12107014,1210,,,,64684,NpcName64514,,,0,0,0
12109001,12109001,1210,,,,66010,0,,,0,0,0
12109003,12109003,1210,,,,66011,ShopName_1051,,,icon_trader,icon_trader_L,1
12109004,12109004,1210,,,,66012,NpcName66012,,,icon_AirShip,icon_AirShip_L,0
12109005,12109005,1210,,,,66012,NpcName66012,,,icon_AirShip,icon_AirShip_L,0
12109006,12109006,1210,,,,66012,NpcName66012,,,icon_AirShip,icon_AirShip_L,0
12109007,12109007,1210,,,,66012,NpcName66012,,,icon_AirShip,icon_AirShip_L,0
12109008,12109008,1210,,,,66012,NpcName66012,,,icon_AirShip,icon_AirShip_L,0
12109009,12109009,1210,,,,66012,NpcName66012,,,icon_AirShip,icon_AirShip_L,0
12109010,12109010,1210,,,,66012,NpcName66012,,,icon_AirShip,icon_AirShip_L,0
12109011,12109011,1210,,,,66012,NpcName66012,,,icon_AirShip,icon_AirShip_L,0
12202001,12202001,1220,83.88,-16.12,矿工A,63019,NpcName63019,,,,,1
12202003,12202003,1220,46.77,22.16,罗克（山下）,62045,NpcName62045,,,,,1
12202004,12202004,1220,-6.25,-6.15,罗克（贤者小屋）,62045,NpcName62045,,,,,1
12202005,12202005,1220,-1.52,-20.68,灵气之花,65034,NpcName65034,,,,,1
12202006,12202006,1220,-2.08,-18.04,灵气之花\r,65034,NpcName65034,,,,,1
12202007,12202007,1220,-3.9,-16.8,灵气之花\r,65034,NpcName65034,,,,,1
12202022,12202022,1220,-39.64,78.27,NpcName63028,63028,NpcName63028,,,,,1
12202023,12202023,1220,-6.15,71.6,NpcName63028,63028,NpcName63028,,,,,1
12202024,12202024,1220,29.67,76.98,NpcName63028,63028,NpcName63028,,,,,1
12202025,12202025,1220,,,,65107,,,,,,1
12202032,12202032,1220,,,,63219,NpcName63219,,,,,1
12202033,12202033,1220,,,,63220,NpcName63220,,,,,1
12202037,12202037,1220,,,,64179,NpcName64145,,,,,1
12202038,12202038,1220,,,,63220,NpcName63220,,,,,1
12206001,12206001,1220,-37.76,59.5,麦佩妮,62044,NpcName62044,,,icon_NPC_0,icon_NPC_0_L,1
12206002,12206002,1220,-78.02,108.98,罗克,62045,NpcName62045,,,icon_NPC_0,icon_NPC_0_L,1
12206003,12206003,1220,-9.64,-6.17,比塔,62049,NpcName62049,,,icon_NPC_0,icon_NPC_0_L,1
12206004,12206004,1220,-10.08,-2.83,SceneName1220,62054,NpcName62054,,,icon_NPC_0,icon_NPC_0_L,1
12206005,12206005,1220,25.5,-1.1,唐德思,67004,NpcName67004,,,icon_NPC_0,icon_NPC_0_L,1
12206006,12206006,1220,-74.4,-52.77,摩尔托斯,62023,NpcName62023,,,icon_NPC_0,icon_NPC_0_L,1
12206007,12206007,1220,12.62,-48.37,伯莎(常驻),67005,NpcName67005,,,icon_NPC_0,icon_NPC_0_L,1
12206008,12206008,1220,,,,62180,NpcName62180,,,,,1
12207001,12207001,1220,21.95,-11.15,草药,65083,NpcName65083,,,,,1
12207002,12207002,1220,18.22,-14.72,草药,65083,NpcName65083,,,,,1
12207003,12207003,1220,-1.51,-19.53,草药,65083,NpcName65083,,,,,1
12207004,12207004,1220,13.55,-18.24,草药,65083,NpcName65083,,,,,1
12207005,12207005,1220,-76.87,-48.07,唐德思(摩尔托斯旁),67004,NpcName67004,,,,,1
12207006,12207006,1220,5.31,-14.37,敏感的蜂兵,65084,NpcName65084,,,,,1
12207007,12207007,1220,11.78,-45.44,蜂兵（伯莎旁）,64021,NpcName64021,,,,,1
12207008,12207008,1220,45.97,52.33,被困的唐德思,65085,NpcName65085,,,,,1
12207009,12207009,1220,45.97,52.33,唐德思（被困）,67004,NpcName67004,,,,,1
12207010,12207010,1220,45.44,54.27,巨大虫蛹（蜗牛区）,65086,NpcName65086,,,,,1
12207011,12207011,1220,52.52,50.84,伯莎（蜗牛区）,67005,NpcName67005,,,,,1
12207012,12207012,1220,51.31,49.02,蜂兵（蜗牛区）,64021,NpcName64021,,,,,1
12207013,12207013,1220,16.55,-13.0,巨大虫蛹（蜂兵区）,65087,NpcName65087,,,,,1
12207014,12207014,1220,-0.55,-32.28,木材,65088,NpcName65088,,,,,1
12207015,12207015,1220,12.35,-30.71,木材,65088,NpcName65088,,,,,1
12207016,12207016,1220,0.55,-27.55,木材,65088,NpcName65088,,,,,1
12207017,12207017,1220,9.4,-29.01,木材,65088,NpcName65088,,,,,1
12207018,12207018,1220,15.24,-17.0,伯莎（蜂兵区）,67005,NpcName67005,,,,,1
12207019,12207019,1220,16.55,-13.0,更巨大的蜂蛹,65087,NpcName65087,,,,,1
12207020,12207020,1220,18.13,-15.53,蜂兵（蜂兵区）,64021,NpcName64021,,,,,1
12207021,12207021,1220,15.36,-14.0,点燃的火堆,64022,NpcName64022,,,,,1
12207022,12207022,1220,16.55,-13.0,幼小的蜂后,64023,NpcName64023,,,,,1
12207023,12207023,1220,16.55,-13.0,成年蜂后,64024,NpcName64024,,,,,1
12207024,12207024,1220,,,,62054,NpcName62054,,,,,1
12207025,12207025,1220,,,,64109,NpcName64109,,,,,1
12207026,12207026,1220,,,,65133,NpcName65133,,,,,1
12207027,12207027,1220,,,,62162,NpcName62162,,,,,1
12207028,12207028,1220,,,,64299,NpcName64299,,,,,1
12207029,12207029,1220,,,,64279,NpcName64279,,,,,1
12207030,12207030,1220,,,,65273,NpcName65273,,,,,1
12207031,12207031,1220,,,,65273,NpcName65273,,,,,1
12207032,12207032,1220,,,,65273,NpcName65273,,,,,1
12207033,12207033,1220,,,,65273,NpcName65273,,,,,1
12207034,12207034,1220,,,,65273,NpcName65273,,,,,1
12207035,12207035,1220,,,,65274,NpcName65274,,,,,1
12207041,12207041,1220,,,,64279,NpcName64279,,,,,1
12207042,12207042,1220,,,,64392,NpcName64392,,,,,1
12207043,12207043,1220,,,,64392,NpcName64392,,,,,1
12207044,12207044,1220,,,,64392,NpcName64392,,,,,1
12207045,12207045,1220,,,,64392,NpcName64392,,,,,1
12207046,12207046,1220,,,,64392,NpcName64392,,,,,1
12207047,12207047,1220,,,,62012,NpcName62012,,,,,1
12207048,12207048,1220,,,,62012,NpcName62012,,,,,1
12207049,12207049,1220,,,,65336,,,,,,1
12207050,12207050,1220,,,,65337,,,,,,1
12207051,12207051,1220,,,,65337,,,,,,1
12207052,12207052,1220,,,,64772,,,,,,1
12207054,12207054,1220,,,,64815,NpcName64815,,,0,0,1
12207055,12207055,1220,,,,64815,NpcName64816,,,0,0,1
12207056,12207056,1220,,,,64815,NpcName64817,,,0,0,1
12207057,12207057,1220,,,,64815,NpcName64818,,,0,0,1
12207058,12207058,1220,,,,64816,NpcName64816,,,0,0,1
12207059,12207059,1220,,,,63012,NpcName63012,,,0,0,1
12207060,12207060,1220,,,,64772,,,,,,1
12302001,12302001,1230,,,,62042,NpcName62042,,,,,1
12302002,12302002,1230,,,,62164,NpcName62164,,,,,1
12302003,12302003,1230,,,,62165,NpcName62165,,,,,1
12302004,12302004,1230,,,,65142,NpcName65142,,,,,1
12302005,12302005,1230,,,,65142,NpcName65142,,,,,1
12302006,12302006,1230,,,,65142,NpcName65142,,,,,1
12302007,12302007,1230,,,,65142,NpcName65142,,,,,1
12302008,12302008,1230,,,,65142,NpcName65142,,,,,1
12302009,12302009,1230,,,,63078,NpcName63078,,,,,1
12302010,12302010,1230,,,,63078,NpcName63078,,,,,1
12302011,12302011,1230,,,,63078,NpcName63078,,,,,1
12302012,12302012,1230,,,,63078,NpcName63078,,,,,1
12302013,12302013,1230,,,,65143,NpcName65143,,,,,1
12307001,12307001,1230,,,,62162,NpcName62162,,,,,1
12307002,12307002,1230,,,,65132,NpcName65132,,,,,1
12307003,12307003,1230,,,,65132,NpcName65132,,,,,1
12307004,12307004,1230,,,,65132,NpcName65132,,,,,1
12307005,12307005,1230,,,,65132,NpcName65132,,,,,1
12307006,12307006,1230,,,,65132,NpcName65132,,,,,1
12307007,12307007,1230,,,,64162,NpcName64162,,,,,1
12307008,12307008,1230,,,,64163,NpcName64163,,,,,1
12307009,12307009,1230,,,,64164,NpcName64164,,,,,1
12307010,12307010,1230,,,,64169,NpcName64169,,,,,1
12307011,12307011,1230,,,,63077,NpcName63077,,,,,1
12307012,12307012,1230,,,,63077,NpcName63077,,,,,1
12307013,12307013,1230,,,,64170,NpcName64170,,,,,1
12307014,12307014,1230,,,,64170,NpcName64170,,,,,1
12307015,12307015,1230,,,,65166,ItemName_10803126,,,,,1
12307016,12307016,1230,,,,65166,ItemName_10803126,,,,,1
12307017,12307017,1230,,,,65166,ItemName_10803126,,,,,1
12307018,12307018,1230,,,,64169,NpcName64169,,,,,1
12307019,12307019,1230,,,,65167,NpcName64163,,,,,1
12307020,12307020,1230,,,,64162,NpcName64162,,,,,1
12307021,12307021,1230,,,,64163,NpcName64163,,,,,1
12307022,12307022,1230,,,,65154,NpcName65154,,,,,1
12307023,12307023,1230,,,,65154,NpcName65154,,,,,1
12307024,12307024,1230,,,,65154,NpcName65154,,,,,1
12307025,12307025,1230,,,,65154,NpcName65154,,,,,1
12307026,12307026,1230,,,,64868,NpcName64868,,,,,1
12307027,12307027,1230,,,,64981,NpcName64981,,,,,1
12307028,12307028,1230,,,,64991,NpcName64991,,,,,1
12307029,12307029,1230,,,,64992,NpcName64992,,,,,1
12307030,12307030,1230,,,,64993,NpcName64993,,,,,1
12307031,12307031,1230,,,,64982,NpcName64982,,,,,1
12307032,12307032,1230,,,,64995,NpcName64995,,,,,1
12307033,12307033,1230,,,,64996,NpcName64996,,,,,1
12307036,12307036,1230,,,,64996,NpcName64996,,,,,1
12307037,12307037,1230,,,,64996,NpcName64996,,,,,1
12307038,12307038,1230,,,,64996,NpcName64996,,,,,1
12307039,12307039,1230,,,,64996,NpcName64996,,,,,1
12307040,12307040,1230,,,,64981,NpcName64981,,,,,1
12307041,12307041,1230,,,,65417,NpcName65417,,,,,1
12307042,12307042,1230,,,,64995,NpcName64995,,,,,1
12307043,12307043,1230,,,,65417,NpcName65417,,,,,1
12402001,12402001,1240,,,,62165,NpcName62165,,,,,1
12402002,12402002,1240,,,,63082,NpcName63082,,,,,1
12402003,12402003,1240,,,,63084,NpcName63084,,,,,1
12402004,12402004,1240,,,,63085,NpcName63085,,,,,1
12402005,12402005,1240,,,,63086,NpcName63086,,,,,1
12402006,12402006,1240,,,,63084,NpcName63084,,,,,1
12402007,12402007,1240,,,,63082,NpcName63082,,,,,1
12402008,12402008,1240,,,,63082,NpcName63082,,,,,1
12402009,12402009,1240,,,,63087,NpcName63087,,,,,1
12402010,12402010,1240,,,,63090,NpcName63090,,,,,1
12402011,12402011,1240,,,,62165,NpcName62165,,,,,1
12402021,12402021,1240,,,,64179,NpcName64145,,,,,1
12402022,12402022,1240,,,,62063,NpcName62063,,,,,1
12407001,12407001,1240,,,,64108,NpcName64108,,,,,1
12407002,12407002,1240,,,,64108,NpcName64108,,,,,1
12407003,12407003,1240,,,,64112,NpcName64112,,,,,1
12407004,12407004,1240,,,,64112,NpcName64112,,,,,1
12407005,12407005,1240,,,,64131,NpcName64131,,,,,1
12407006,12407006,1240,,,,64131,NpcName64131,,,,,1
12407007,12407007,1240,,,,64132,NpcName64132,,,,,1
12407008,12407008,1240,,,,64133,NpcName64133,,,,,1
12407009,12407009,1240,,,,64134,NpcName64134,,,,,1
12407010,12407010,1240,,,,65155,NpcName65155,,,,,1
12407011,12407011,1240,,,,62069,NpcName62069,,,,,1
12407012,12407012,1240,,,,62069,NpcName62069,,,,,1
12407013,12407013,1240,,,,62069,NpcName62069,,,,,1
12407014,12407014,1240,,,,64137,NpcName64137,,,0,0,1
12407015,12407015,1240,,,,64137,NpcName64137,,,0,0,1
12407016,12407016,1240,,,,64138,NpcName64138,,,0,0,1
12407017,12407017,1240,,,,64170,NpcName64170,,,,,1
12407018,12407018,1240,,,,64172,NpcName63090,,,,,1
12407019,12407019,1240,,,,64138,NpcName64138,,,0,0,1
12407020,12407020,1240,,,,64133,NpcName64133,,,,,1
12407021,12407021,1240,,,,64868,NpcName64868,,,,,1
12407022,12407022,1240,,,,64869,NpcName64869,,,,,1
12407023,12407023,1240,,,,64988,NpcName64988,,,,,1
12407024,12407024,1240,,,,64989,NpcName64989,,,,,1
12407025,12407025,1240,,,,64990,NpcName64990,,,,,1
12407026,12407026,1240,,,,64980,NpcName64980,,,,,1
12407027,12407027,1240,,,,64997,NpcName64997,,,,,1
12502001,12502001,1250,,,,62165,NpcName62165,,,,,1
12502002,12502002,1250,,,,65145,NpcName65145,,,,,1
12502003,12502003,1250,,,,65146,NpcName65146,,,,,1
12502004,12502004,1250,,,,65147,NpcName65147,,,,,1
12502005,12502005,1250,,,,65147,NpcName65147,,,,,1
12502006,12502006,1250,,,,65147,NpcName65147,,,,,1
12502007,12502007,1250,,,,65147,NpcName65147,,,,,1
12502008,12502008,1250,,,,63142,NpcName63142,,,,,1
12502009,12502009,1250,,,,62165,NpcName62165,,,,,1
12502010,12502010,1250,,,,62164,NpcName62164,,,,,1
12502011,12502011,1250,,,,63143,NpcName63143,,,,,1
12502012,12502012,1250,,,,65148,NpcName65148,,,,,1
12502013,12502013,1250,,,,65149,NpcName65149,,,,,1
12502014,12502014,1250,,,,65150,NpcName65150,,,,,1
12502017,12502017,1250,,,,63144,NpcName63144,,,,,1
12502018,12502018,1250,,,,63145,NpcName63145,,,,,1
12502019,12502019,1250,,,,63146,NpcName63146,,,,,1
12502020,12502020,1250,,,,65151,NpcName65151,,,,,1
12502021,12502021,1250,,,,65151,NpcName65151,,,,,1
12502022,12502022,1250,,,,65151,NpcName65151,,,,,1
12502023,12502023,1250,,,,65151,NpcName65151,,,,,1
12502024,12502024,1250,,,,65151,NpcName65151,,,,,1
12502025,12502025,1250,,,,63147,NpcName63147,,,,,1
12502028,12502028,1250,,,,63148,NpcName63148,,,,,1
12502029,12502029,1250,,,,63080,NpcName63080,,,,,1
12502030,12502030,1250,,,,63148,NpcName63148,,,,,1
12506001,12506001,1250,,,,64170,NpcName64170,,,,,1
12507001,12507001,1250,,,,64135,NpcName64135,,,,,1
12507002,12507002,1250,,,,64133,NpcName64133,,,,,1
12507003,12507003,1250,,,,65160,NpcName65160,,,,,1
12507004,12507004,1250,,,,65160,NpcName65160,,,,,1
12507005,12507005,1250,,,,65160,NpcName65160,,,,,1
12507006,12507006,1250,,,,65160,NpcName65160,,,,,1
12507007,12507007,1250,,,,65160,NpcName65160,,,,,1
12507008,12507008,1250,,,,64135,NpcName64135,,,,,1
12507009,12507009,1250,,,,64135,NpcName64135,,,,,1
12507010,12507010,1250,,,,64170,NpcName64170,,,,,1
12602001,12602001,1260,,,,62042,NpcName62042,,,,,1
12602002,12602002,1260,,,,62164,NpcName62164,,,,,1
12602003,12602003,1260,,,,62165,NpcName62165,,,,,1
12602005,12602005,1260,,,,63149,NpcName63149,,,,,1
12602008,12602008,1260,,,,62165,NpcName62165,,,,,1
12602009,12602009,1260,,,,63151,NpcName63151,,,,,1
12602011,12602011,1260,,,,62164,NpcName62164,,,,,1
12602012,12602012,1260,,,,62164,NpcName62164,,,,,1
